,Book ID,A,B,C
31,PG49,0.1887760552813884,-1.4048155888414742,0.0560693965854991
32,PG50,0.3264981294208139,-1.1323907748600304,0.0452577557221336
33,PG53,0.0766586834267088,-1.166002179230283,0.1160718458908362
34,PG54,0.0809543644884362,-1.2671060669886296,0.1254860048469356
35,PG55,0.0669798880537422,-0.7381010413308192,0.1389907526057479
36,PG56,0.2175540333753479,-1.3811140770813108,0.0675843338438306
37,PG57,0.1260498612219415,-1.433494233015424,0.1037162554320917
38,PG58,0.1676823035412813,-1.5565465078974612,0.0703668887295647
39,PG59,0.0935820077614962,-1.2989849704105698,0.1288264211569307
40,PG61,0.1500546472006372,-1.3459178713104545,0.1304378363986537
41,PG62,0.076650303337183,-1.274583693159359,0.1311193695825053
42,PG63,0.2913440174139414,-1.189254211666537,0.1408179675441354
43,PG64,0.0728412684488492,-1.1766684769326732,0.1346453742072554
44,PG65,-0.1382318472106778,-2.243487733273481,0.5661536813167042
45,PG66,0.1133418653619027,-1.622582795739001,0.1112513848812744
46,PG67,0.0827543389014174,-1.2856018166171912,0.1300729500893682
47,PG68,0.077148424722102,-1.1072430363383008,0.1348702718515403
48,PG69,0.5572933601333184,-0.6445871914998481,-0.0882790458587572
49,PG72,0.0830071596421091,-1.1869795564081635,0.1365219738009395
50,PG73,0.0968611597402553,-1.3771453425127589,0.1142133044951129
51,PG75,0.1186858300753092,-1.1930466894815184,0.0868366972732472
52,PG77,0.0675028783206713,-1.3251649416696685,0.1338872982233809
53,PG78,0.0745882301835854,-1.188141992289032,0.1394055534341645
54,PG79,0.0669410654325785,-1.0422130951014124,0.1029826847932919
55,PG80,0.1371039000820165,-0.973400242571132,0.0656710122408295
56,PG81,0.0692178219289735,-1.1929838328945976,0.1430703712380179
57,PG83,0.08398304426241,-0.981328669000886,0.1323515239407601
58,PG85,0.0714372117710983,-0.983469789631266,0.1518573476451089
59,PG87,0.2032338548648715,-0.9963369322252454,0.0213855971125472
60,PG88,0.1823922885219892,-1.08705456775196,0.0788519045887739
61,PG89,0.1611015971918071,-0.5510538945692298,0.1467745676989366
62,PG90,0.0685109950516696,-1.3080026048772453,0.1493256942078547
63,PG92,0.076001881216499,-1.270728740328681,0.1615679015501517
64,PG96,0.0804225691392776,-1.2378999004679765,0.1339714190799931
65,PG97,0.106762094209029,-1.4411300666349611,0.1143127212655205
66,PG99,0.168781124644657,-1.5510158863978123,0.0987514973071066
67,PG100,0.0425024892722368,-0.2163803786142624,0.105332702589018
68,PG101,0.0994178030416268,-0.842687189997342,0.090632402860888
69,PG102,0.1056369651368057,-1.0646736913104975,0.1040288199919372
70,PG103,0.0978702290230496,-1.3468457592411585,0.1236285492516596
71,PG104,0.2283538030111631,-1.4256005355311645,0.0897599491300228
72,PG105,0.0641769856437374,-1.0937703759624182,0.1250770998399265
73,PG106,0.0739276035584838,-1.2370484923824638,0.145683478527852
74,PG107,0.074217548905483,-1.204291645941033,0.12766660882918
75,PG108,0.0672980795140207,-1.0509040570907746,0.1224059898881304
76,PG109,0.1727104193234167,-1.3821901643408538,0.0822165676905591
77,PG110,0.0751289015180762,-1.146516569081628,0.1246724937598934
78,PG111,0.0781781332098921,-1.2371291544272165,0.1234168537639678
79,PG112,0.1280178821070802,-1.5822992493626054,0.0838948489251423
80,PG113,0.0733286401716706,-0.7424211275337746,0.1047064012795544
81,PG115,0.1965796692505091,-1.3406078924240237,0.0780700720064376
82,PG117,0.2825456165556669,-1.172130822667289,0.0478018560901873
83,PG118,0.1140133959248916,-0.9621544719749638,0.0747165924540267
84,PG119,0.0787317785314405,-1.0094550854341426,0.1339567661671204
85,PG120,0.0691708350334516,-1.1171169507824852,0.1311789159510744
86,PG121,0.0696516284256598,-1.237495688250661,0.1207460805306637
87,PG122,0.075693345539263,-1.0664120137301267,0.1229136544634034
88,PG123,0.0895775786348805,-1.388874146628697,0.1231663067817089
89,PG124,0.0795094834959502,-0.3800118100245511,0.1711782501387706
90,PG125,0.0609491550238,-0.732074127461719,0.1219716300946216
91,PG126,0.119468172345386,-1.5325784735974772,0.0981071507735939
92,PG127,0.4322905082827389,-0.5946071722632794,-0.0515285419705956
93,PG128,0.0436717754322213,-0.5000020879938462,0.1501218396041306
94,PG130,0.0927864951259517,-1.3852474268709505,0.1216350565583262
95,PG131,0.0720378855839793,-0.8731032301350043,0.1104838169386741
96,PG132,0.0911953021016326,-1.3744037840655552,0.1154947204942776
97,PG133,0.0821487100525924,-1.400225212337656,0.1226089604559578
98,PG135,0.0688378126633237,-0.7802545316292449,0.1581250566700784
99,PG136,0.1619196387914609,-1.3640856601016342,0.1239438131498614
100,PG137,0.1056626388639611,-1.1748563658551536,0.1154193454895955
101,PG138,0.1036668562823016,-1.104223103310926,0.1138824265885992
102,PG139,0.0825691859818921,-1.3791573999861853,0.1132173857728595
103,PG140,0.0686791141897899,-0.8205778069580405,0.1515170282487174
104,PG141,0.0455438762280902,-0.7579862057115417,0.1398559026865549
105,PG142,0.0993544175111136,-0.8997103004446585,0.1153191769514373
106,PG143,0.0823684560824798,-1.1422798864411237,0.1204502896739058
107,PG144,0.0745102373575972,-1.3674245431718446,0.1198753821813486
108,PG145,0.0549043820915532,-0.6051264991310743,0.122587060321618
109,PG146,0.0761781963464537,-0.9407065552157308,0.1168213304437792
110,PG147,0.1108721227155486,-1.6627290248543216,0.1219234908981792
111,PG148,0.0774905802177486,-1.1184294761775144,0.1253288715588445
112,PG149,0.1030418365960283,-1.5660438094851252,0.1210394332554395
113,PG150,0.0630637588408674,-0.8243290731847216,0.1635584292503144
114,PG151,0.1878102479475215,-1.3446865316390566,0.0895249392541904
115,PG152,0.0974977348615915,-1.4321959196523242,0.0938423663737183
116,PG153,0.0783203799985133,-1.1179184398742166,0.1180842707935032
117,PG154,0.0656013286371865,-1.049481636732403,0.1166756143086409
118,PG155,0.0453591449339542,-0.5852679343402789,0.1478818183517746
119,PG156,0.2825456165556669,-1.172130822667289,0.0478018560901873
120,PG157,0.1203426662449421,-1.4668300181120582,0.0955486027584114
121,PG158,0.0446384862269571,-0.726547881798896,0.1292220075692814
122,PG159,0.0951693134632738,-1.3438148577098947,0.1224745459913589
123,PG160,0.0895863991958488,-1.2175141974849035,0.1151900251004194
124,PG161,0.0443980234318933,-0.5637586478770588,0.126285555574948
125,PG162,0.1102577758376088,-1.4068008664167304,0.0904237964824052
126,PG163,0.0525590119902544,-0.6925245561474237,0.1508922406592881
127,PG164,0.0777005510776636,-1.0548301014496335,0.1351250027391848
128,PG165,0.0827290324351689,-0.9992059322564136,0.1198469660854473
129,PG166,0.0884533630585673,-1.097592882116176,0.1258287729301131
130,PG167,0.085960667897541,-1.264580271598975,0.140541935207286
131,PG168,0.0863999811357077,-1.3232036367982074,0.1415083301247229
132,PG169,0.041862927947108,-0.3987082549202818,0.1806573262018924
133,PG170,0.0723240064752986,-1.1276837085360278,0.138306276316888
134,PG171,0.0879279778217383,-1.4561102088757003,0.113362756590571
135,PG172,0.1107207606932385,-1.5856771135875722,0.1006494975465503
136,PG173,0.0814348111533884,-1.3560291989332056,0.1189155482293029
137,PG174,0.0933755807057305,-1.199593890136032,0.1126746766954966
138,PG175,0.0815170286200546,-1.031254172404434,0.1258629875456973
139,PG176,0.074165354914759,-1.2243956820586506,0.1135848509064469
140,PG177,0.0768464454693601,-1.0712579579780617,0.1111298793063315
141,PG178,0.0794930514778734,-1.1169023393286948,0.108136224339956
142,PG179,0.0957370722991209,-1.238862087710326,0.1014743282179811
143,PG180,0.2036512094047398,-0.9378870300070264,0.0215919008581434
144,PG201,0.1070506133289164,-1.4935977227456527,0.1136032638210228
145,PG202,0.0730794201781494,-1.1926127764342034,0.1455964015013833
146,PG203,0.0628101071224837,-0.9325167843667936,0.1233865360182398
147,PG204,0.0816854374407745,-1.3566454988280094,0.1215424965308734
148,PG205,0.0823986188385125,-1.3161669538529115,0.1313480673156824
149,PG206,0.0726142854488601,-0.337134522962853,0.1181494812719321
150,PG207,0.1592789218896664,-1.154460550522286,0.1246907394303574
151,PG208,0.1187727706286741,-1.5461588656488543,0.0883082604674764
152,PG209,0.0901456390786193,-1.3975211566605548,0.1121100627038129
153,PG210,0.127872869928793,-1.2614478190001148,0.0878261811243042
154,PG211,0.1052200514892901,-1.5159946666889208,0.1026072159643749
155,PG212,0.6902374709847772,-0.3445977759423048,-0.237333698074534
156,PG213,0.1287063025615834,-1.283817803650911,0.1262662644815817
157,PG214,0.1224538693859906,-1.2686273128196164,0.1349237883346064
158,PG215,0.108784265466299,-1.480653481535242,0.1201078954649711
159,PG216,0.1508600721914492,-1.0388615264280714,0.101488351493928
160,PG217,0.0601743614323213,-0.7518980509888142,0.121453747020669
161,PG218,0.1870238663950248,-1.5974103412430474,0.0230951560413126
162,PG219,0.1132528158093961,-1.5784546687783485,0.1081833027144611
163,PG220,0.1219532065517975,-1.553133287179762,0.0982684094114821
164,PG221,0.0674226257708513,-1.1266179480415552,0.1249267863442313
165,PG222,0.0882982660785978,-1.1492777755980716,0.1147152882424119
166,PG223,0.0873463295659641,-1.5923026752834806,0.1171033072917043
167,PG224,0.0777767643971999,-1.1143604126095723,0.1192926777222901
168,PG225,0.0639316172639564,-0.6468575523084064,0.1320843560085274
169,PG226,0.2430286082425327,-1.4713593210579512,0.0187748262161867
170,PG227,0.1684993404596367,-1.7733783873374496,0.0160292895854735
171,PG228,0.0509738874530171,-0.6856377176920283,0.1465206063411577
172,PG229,0.3029293107339849,-1.3477582050555643,0.0099657701247816
173,PG230,0.1731067974646603,-1.6027228142499708,0.0716113070191206
174,PG231,0.282678680419379,-1.4317338635189276,0.0141231723410244
175,PG232,0.1357918268866935,-1.620774101824918,0.1056959958108344
176,PG233,0.062859810116865,-0.9927013225319646,0.1261251777860954
177,PG234,0.066840612214361,-0.8404959229733169,0.1559505326583634
178,PG235,0.2210339414716618,-1.3172127881850453,0.0630605130182862
179,PG236,0.0771704049566775,-1.025549175074114,0.1315257735343064
180,PG237,0.2986538400473408,-1.3638832563169634,0.0129355162771374
181,PG238,0.0997789844810825,-1.5821316163979164,0.0957676127859848
182,PG240,0.1294506628393524,-1.2705977351642477,0.1006910504405414
183,PG241,0.0936817979419912,-1.143320284990695,0.1302743865902262
184,PG242,0.079931726973013,-1.1111757007417409,0.1112022518723769
185,PG243,0.1007878623175786,-1.40965912820846,0.1264750238444983
186,PG244,0.1081343034208225,-1.4358646428558388,0.1052757257592302
187,PG245,0.0721681903081702,-0.9151299124398582,0.1350179501866145
188,PG246,0.1765177011126213,-1.5606955185448284,0.0861124047076799
189,PG247,0.130386028886895,-1.171750411826756,0.0937403386829948
190,PG248,0.1349869083441983,-1.1541973605641418,0.0907523658705513
191,PG249,0.2781311392586542,-1.0404453189103962,0.0516979748974687
192,PG250,0.1407129292395242,-1.2994452958481897,0.0871483060194531
193,PG251,0.3164727195509345,-0.3872100408337387,0.0597791466400877
194,PG252,0.101660736058478,-1.401303685949778,0.1450835039008234
195,PG253,0.1255649970349327,-1.389633781596433,0.1291294810341077
196,PG254,0.1482269894012681,-1.5096870705221193,0.0971540908306151
197,PG255,0.2920300895348537,-1.1135176408144811,0.0409959241663924
198,PG257,0.0834881084949785,-1.0142155722865651,0.0941812058493864
199,PG258,0.118480814971614,-1.2821804856201968,0.1138357593208805
200,PG259,0.1509227784261883,-1.2224895860753309,0.122171116546212
201,PG260,0.1033750459899404,-1.167663378626459,0.1152097292829646
202,PG261,0.1717957969594989,-1.5323181393999048,0.0825542259371487
203,PG262,0.1409578525367806,-1.389151444726631,0.1098413492068245
204,PG263,0.200873273232007,-1.4607734673478083,0.0759342828139686
205,PG264,0.1846843919326808,-1.4778792514656394,0.0902926329338468
206,PG265,0.1103434849049001,-1.6119217069518887,0.120161068324409
207,PG266,0.0636797638243112,-0.55906716164386,0.1174593951574816
208,PG267,0.11475208340907,-1.7758350962928309,0.1104417642134336
209,PG268,0.076522394854107,-0.8167184217695285,0.1401517073922261
210,PG269,0.0998046620361515,-1.6972710504126372,0.1088163464725465
211,PG270,0.1299549783806687,-1.604313867462787,0.1078509926084615
212,PG271,0.0605171577020086,-0.8808990925455255,0.1312443253726449
213,PG272,0.1587646268545938,-1.2753864114957512,0.0834992673063348
214,PG273,0.1342857661363655,-1.318603110670738,0.1145012454418804
215,PG274,0.2575127683550889,-1.0617834183262036,0.0441831772879801
216,PG275,0.1146950394416904,-1.2957754764230167,0.11508368428602
217,PG276,0.2825456165556669,-1.172130822667289,0.0478018560901873
218,PG277,0.194317343726869,-1.403683584873343,0.0993733756975291
219,PG278,0.1932167773996755,-1.2731093100748323,0.0920762368777223
220,PG279,0.2920300895348537,-1.1135176408144811,0.0409959241663924
221,PG280,0.0897078054491357,-1.5905983474026062,0.1527588600653568
222,PG281,0.1904616251150785,-1.810539743986856,0.0919397345877966
223,PG282,0.0769356243275165,-1.2245633240255096,0.146702768521941
224,PG283,0.0790129400217851,-1.3760236813820783,0.1281470853782844
225,PG284,0.0656223946982582,-1.3059413992696665,0.1390074955209592
226,PG285,0.0615854129988122,-1.118344686550344,0.1286073250238976
227,PG286,0.0652514163629792,-0.7064291280285452,0.1269031431608606
228,PG287,0.082896894467028,-1.3000011174936312,0.1294982104196492
229,PG288,0.1230474185700914,-1.6712834523813669,0.0867983119172449
230,PG289,0.0973878449081383,-1.206401344888268,0.1239566657982107
231,PG290,0.0867106235827911,-1.2803091329668568,0.1081898439284449
232,PG291,0.1277641320987679,-1.6909957867659338,0.0973396647087839
233,PG292,0.0797639337056487,-1.4371943343266511,0.1351963850713717
234,PG293,0.0855628117008939,-1.4439635034712308,0.0997916765025639
235,PG294,0.0883948036042968,-1.3883510572052946,0.1138395287997847
236,PG295,0.1021434153630743,-1.2877118257585507,0.1113710044342493
237,PG296,0.0852631668186506,-1.2311897851224345,0.0964575023180561
238,PG297,0.1002866998757114,-1.5163907121674385,0.097585601733208
239,PG298,0.0727281793064518,-1.196836014650853,0.1180117123591554
240,PG299,0.0961528213711163,-1.4497750302072363,0.1127499904147596
241,PG300,0.2414106091342256,-1.55982751167999,0.0868649604478401
242,PG301,0.193530895807731,-1.4920997527294777,0.0967712444466454
243,PG302,2.1932470710578333,-0.1169530578177037,-1.7193994031351831
244,PG303,0.2920300895348537,-1.1135176408144811,0.0409959241663924
245,PG304,0.1209463954716607,-1.3515236588856836,0.1269664149961647
246,PG305,0.0697108306895405,-1.3064803614617928,0.1209790784236027
247,PG306,0.1130054912603606,-1.4132814445827242,0.1073221072066617
248,PG307,0.1201752834779417,-1.6860529037698058,0.1105998516605233
249,PG308,0.0916840965372131,-1.166729507410046,0.1224273122910735
250,PG309,0.1396794874577017,-1.0338108600526916,0.1031720659399786
251,PG310,0.0894285553799652,-1.1113767387753175,0.1286513317135003
252,PG311,0.1143860168329163,-1.6889530230299343,0.1093890075531024
253,PG312,0.1656457796575201,-1.5188768053712565,0.1048157221653647
254,PG313,0.1437552973924271,-1.3332933008012762,0.1040278490971643
255,PG314,0.1261725695047062,-1.3867185371625412,0.0899761374508753
256,PG315,0.1407397019168183,-1.1583289858190904,0.1089947650575743
257,PG316,0.0817871684104206,-1.1450228269920597,0.0939532179204328
258,PG317,0.1577821006652224,-1.3645188722560606,0.1095888495618781
259,PG318,0.1032962963064275,-1.290422892825044,0.1246361560362307
260,PG319,0.0991080656494559,-1.72428608116042,0.1180841534843861
261,PG320,0.1256679007836983,-1.685450318685339,0.1011084693231645
262,PG321,0.1030050442476166,-1.303997025189106,0.1195479150314515
263,PG322,0.0734273848238385,-1.29013028971293,0.1299519182151287
264,PG323,0.1139564088724941,-0.989072750842156,0.1344861818568672
265,PG324,0.1279816396260319,-1.4001435432812612,0.1055732417233602
266,PG325,0.087419299410532,-1.177475253885342,0.123105122152891
267,PG326,0.0848106062291994,-1.2464819761774872,0.1368059675272668
268,PG327,0.1100943108394333,-1.2235167932380109,0.1166106920533157
269,PG328,0.1126402761890188,-0.9737300429053166,0.1100721194957529
270,PG329,0.0696029187687549,-0.7080607002416744,0.1413970307657695
271,PG330,0.0755425159780343,-1.2981376314213515,0.1203843269856487
272,PG331,0.0713716302146234,-1.2285540763561376,0.1301337179906238
273,PG332,0.0873998096190201,-1.0267906331471812,0.123041351769707
274,PG333,0.1728730070203211,-1.6004756137032898,0.1114283120272503
275,PG334,0.1303144452437513,-1.4060669537627422,0.1180083841276391
276,PG335,0.1075649345604947,-1.6549412589756791,0.0893602536466664
277,PG336,0.0881852575676845,-1.4564275230206076,0.1304890445839992
278,PG337,0.0771729080939116,-1.3533323250182971,0.1306348192311169
279,PG338,0.0984726477038201,-1.419821079450249,0.1219823046353121
280,PG339,0.0800607863270117,-1.2316732108789188,0.137393596819473
281,PG340,0.1294263122409309,-1.7728097655135806,0.1255964875095448
282,PG341,0.0763548585801206,-0.9727891245142082,0.1411732225260629
283,PG342,0.0979412281762769,-1.356949395377978,0.0978765891472537
284,PG343,0.1095309564948864,-1.2005956096910502,0.1377920105945179
285,PG344,0.0815705452245889,-1.1143059270636997,0.1288973515329676
286,PG345,0.0634011443425251,-0.764783538679011,0.124393198420821
287,PG346,0.0895483974592962,-1.0926680341136443,0.1118401417022698
288,PG347,0.0640297806084983,-0.8854470927977753,0.1211386633018433
289,PG348,0.0832250875335492,-0.7412990473013112,0.1375066892228758
290,PG349,0.0588166901759033,-0.7771930275221102,0.1390215552408685
291,PG350,0.0971568207082508,-1.380301134919973,0.1072780287992041
292,PG351,0.0577365574313762,-0.8227561353320948,0.1410765527915734
293,PG352,0.1222825227879079,-1.4751365823437212,0.0939528339155857
294,PG353,0.1209974869698125,-1.4054194611155173,0.1118404308678678
295,PG354,0.0775479357170536,-1.2559559601306045,0.1312205514761409
296,PG355,0.1264804116931875,-1.577570104108027,0.0927238773884473
297,PG356,0.1080929706233474,-1.4739127620149757,0.1009524925723236
298,PG357,0.097222123960906,-1.33415379267602,0.147417277323003
299,PG358,0.1187753404672046,-1.4373734959332731,0.1054894150355311
300,PG359,0.0768927562773412,-0.7464263000367634,0.1455440255573819
301,PG360,0.08450574817218,-1.1381361451960126,0.1513621049081159
302,PG361,0.0874258386989033,-1.276884121655713,0.0969235244083442
303,PG362,0.0805409024261517,-1.2772605155594527,0.103976019034779
304,PG363,0.1088290499697186,-1.3246174542198192,0.1174773637651342
305,PG364,0.0695150114892175,-1.0467210056619094,0.1510950051654827
306,PG365,0.1164624190225268,-1.5556563030559671,0.1272276198901781
307,PG366,0.0882033678271982,-1.4643916877186152,0.1117603700847644
308,PG367,0.0872902908394213,-1.400828048891362,0.1104966490950009
309,PG368,0.1050922272572903,-1.1023495158969656,0.1185205205392606
310,PG369,0.0854709388885903,-1.4769929210397128,0.1315088049228098
311,PG370,0.0448883894315879,-0.547279698861047,0.144994255780739
312,PG371,0.1387853996793545,-1.4129829214374805,0.1021479245784278
313,PG372,0.0905758616603442,-1.110473919571249,0.1197508665375263
314,PG373,0.0951188881688113,-1.3728320003244372,0.1265176421003374
315,PG374,0.1252920265157509,-1.174017311701979,0.1314032335446963
316,PG375,0.2153649458761439,-1.4696112907209675,0.0959522011370403
317,PG376,0.0673470830411443,-0.7778014828687592,0.146716300541436
318,PG377,0.1965574525658214,-1.4711757671392487,0.0894531080887676
319,PG378,0.0578152387263408,-1.114021782456445,0.1506928633025106
320,PG379,0.0945087923494432,-1.6893616478727669,0.1236316966973733
321,PG380,0.107295065955468,-1.521285262777969,0.1164125017721784
322,PG381,0.1207304712737267,-1.5725791795524005,0.122985509489374
323,PG382,0.1466126707830341,-1.7190978400736063,0.1159872505929852
324,PG383,0.1166872575679202,-1.5017829735111776,0.0819064192348381
325,PG384,0.0683653973689408,-1.0266110714351002,0.1362241369721892
326,PG385,0.0829273052953507,-1.2370266773428902,0.1102371457820042
327,PG386,0.1102518206519696,-1.6460749929446308,0.1140566466137003
328,PG387,0.0863924892997565,-1.5532167553566365,0.1181050664972902
329,PG388,0.0597209066912136,-0.798312716809359,0.1368213503840155
330,PG389,0.1228242431340195,-1.2310431871905896,0.1114068359752517
331,PG390,0.1321637354672463,-1.3641854737260055,0.1354834154163999
332,PG391,0.0968475501972944,-1.3295148017373355,0.081806392731209
333,PG392,0.0544311158068543,-0.7410379885479066,0.1166668812802694
334,PG393,0.0862297503939515,-1.224454620336912,0.1378263754373148
335,PG394,0.0744702846332197,-1.4111357494501124,0.1119762418371662
336,PG395,0.0634186463279126,-0.8908423685569464,0.1411298906836314
337,PG396,0.1982707471596061,-1.5158965387239476,0.0958304367876871
338,PG397,0.1854229061854472,-1.5236229709198663,0.0770293270764607
339,PG398,0.0868534679239635,-0.8838431209844873,0.1334171529646565
340,PG399,0.0722942838433502,-1.191494838257339,0.1016962506015074
341,PG400,0.1207048219669358,-1.40903835772105,0.1090633916025007
342,PG401,0.109460306485525,-1.165204362619404,0.1106288690210158
343,PG402,0.1141167448533934,-1.5631326065869886,0.096934817465868
344,PG403,0.070182146207026,-1.032712151800849,0.1459971892487931
345,PG404,0.0878561532398502,-0.9111417311412234,0.1491327152232226
346,PG405,0.0762984947326309,-1.2675999334536328,0.1391915132933724
347,PG406,0.152764890384904,-1.5480214599118325,0.1080159884601142
348,PG407,0.1270740571350352,-1.509002335325743,0.110417297573072
349,PG408,0.0962167904249892,-1.3761733078019722,0.1512556103500574
350,PG409,0.1407835326547552,-1.531835256927837,0.0968361370279699
351,PG410,0.123048784076695,-0.9949125476885812,0.0894254560433483
352,PG411,0.1028850635233266,-1.2500326779056898,0.1202003818347953
353,PG412,0.1817063608059096,-1.5646760703475755,0.0923417958722008
354,PG413,0.1271016452099021,-1.246089714245767,0.1810155335853492
355,PG414,0.1576361435518069,-1.5854436382911947,0.1345785812684364
356,PG415,0.0633098142837069,-0.959822716954585,0.1452631492076598
357,PG416,0.0739106049209819,-1.510655656473214,0.1372543901588082
358,PG417,0.1673023417019271,-1.0123118710755277,0.050298759917669
359,PG418,0.092870152469173,-1.3391768545876306,0.122132869569735
360,PG419,0.085069830357294,-1.0007982489976,0.1318754464167747
361,PG420,0.0763471571117124,-1.0213299257029411,0.1233460653081016
362,PG421,0.0667453285795996,-1.144966202620783,0.134380220890493
363,PG422,0.0743975799224151,-0.9361943865727802,0.1250960864621859
364,PG423,0.0941655348079218,-1.4736633961362533,0.115483855983689
365,PG424,0.170714739303055,-1.3723679484716,0.0930085556019329
366,PG425,0.0886158299410991,-1.2495774371000248,0.1235929828155052
367,PG426,0.0973875132248422,-1.3632863927352878,0.1228959003856805
368,PG427,0.080188132069385,-1.8122692687963655,0.1596523115924782
369,PG428,0.1102627476105237,-1.5088793263535638,0.0978282901335147
370,PG429,0.0706639416381383,-0.8256393054166276,0.1151938556420935
371,PG430,0.0827271109417491,-1.249069094929414,0.110815345184053
372,PG431,0.1231146046367297,-1.478209887929655,0.093415479131003
373,PG432,0.0687964072450132,-1.1641646897723306,0.1281309031316759
374,PG433,0.0785125166807458,-1.1986238241026752,0.11201508621232
375,PG434,0.0765284186012053,-1.3275977160292216,0.1184614739065324
376,PG435,0.1109204431287114,-1.2761764587460098,0.1165592558234347
377,PG436,0.0940333894950832,-1.5395168127439225,0.1180950777641632
378,PG437,0.0982064977372763,-1.4371626772136032,0.1134992836105584
379,PG438,0.1922450419899845,-1.2647675068271869,0.0878806898508917
380,PG439,0.1227702144267861,-1.439634157996272,0.1091733204794503
381,PG440,0.0873948216429119,-1.1180531128692792,0.1130650089522858
382,PG441,0.1561822102965423,-1.2688952254603554,0.0977845505882133
383,PG442,0.1550394762845821,-1.235997602469869,0.0906908512032377
384,PG443,0.1414144739996483,-1.3318357277210526,0.1023998388923722
385,PG444,0.081518802147784,-1.269304231091627,0.1522680310193032
386,PG445,0.0924411600388482,-1.344783529076967,0.1473370164143802
387,PG446,0.0810719001826346,-1.3282898830102123,0.1378214052879912
388,PG447,0.1328645783533424,-1.5724146704336028,0.0898513281756002
389,PG448,0.0727580986108031,-0.9105119903419632,0.1624831276235138
390,PG449,0.0783610312265791,-0.9943699951410762,0.10571297814912
391,PG450,0.0550096668657839,-0.9378444750744168,0.1416995304296362
392,PG451,0.1060413300988831,-1.5275424617502753,0.0999042029947378
393,PG452,0.06665225803074,-1.0962938639710311,0.131954916923831
394,PG453,0.1215232646777738,-1.3725505059230343,0.0850406623335407
395,PG454,0.1655892845101415,-1.1511323513071263,0.0552306272346924
396,PG455,0.1160636033189982,-1.1332780258827428,0.1098491115404614
397,PG456,0.1047102030434522,-1.2668521498147949,0.1236298571062878
398,PG457,0.0843695429730948,-1.3017088752535624,0.108219180107993
399,PG458,0.1610356534535287,-1.3882597626479052,0.1033244986931725
400,PG459,0.0952128060123618,-0.9976794174372764,0.1093674460893677
401,PG460,0.1281273573205178,-1.4364280773489757,0.0903040550492797
402,PG461,0.1060180505849463,-1.3739738025297428,0.1056868136568494
403,PG463,0.0974997406781329,-1.378986781822192,0.1139246979058901
404,PG464,0.0801669885868382,-1.2928986025951934,0.146694759517895
405,PG465,0.0990486269927612,-1.2547366223663974,0.1131989118269654
406,PG466,0.1021873961596685,-1.1565130065008664,0.1244424493092593
407,PG467,0.053540862093156,-0.8815378639860864,0.145420485527899
408,PG468,0.0700125341442557,-1.317071076833192,0.122962771437654
409,PG469,0.0910726705236348,-1.2723639192391916,0.1217227626909374
410,PG470,0.0942627282000461,-1.421244264474838,0.1280094325017664
411,PG472,0.0977778803771685,-1.4085491434350683,0.1110202239852626
412,PG473,0.0933874299329085,-0.8999658762731674,0.135126765342506
413,PG474,0.0984315446843602,-0.8707650270075497,0.1339586291378278
414,PG475,0.0759023358248961,-1.07102900993023,0.1410805226535468
415,PG476,0.0711447861098928,-0.9609284543623392,0.1656022670333069
